订单总价,供应商名称
138,深圳市美猫创意科技有限公司
21058,深圳市南山区金新源商行
314.62,宁乡海金润润滑油
7760.3,深圳市宏盛智能化机电工程有限公司
4000,深圳市罗湖区佳兴商店
47.65,徐州绮绣家纺有限公司
1111.3,北浩源电脑经营部
13,乐清市乐成奥杰店
10.98,深圳百瑞特紧固件公司
15.79,科比电子公司
285,深圳市南山区华厦电子商行
9150,深圳市南山区卓正体育用品店
945,广州华瑞健体育活动策划有限公司
1888,上海柏益思生物技术有限公司
56,沐阳县河清园林绿化有限公司
156,沐阳县萱东苗木有限公司
35,沐阳顺诺商贸有限公司
2400,武汉市菲优姆科技有限公司
3275,深圳市信达电路科技有限公司
990,深圳市客吉莱商贸有限公司
1565,蔚仪金相试验仪器有限公司
210,中电航宇（北京）技术有限公司
19976,深圳市富斯特建材有限公司
470,上海宙胜
411,兴化火丰不锈钢
500,深圳市汉鑫五金模具有限公司
480.76,东莞市广誉金属制品有限公司
18210,索科特智能设备有限公司
2900,合肥摩凯新材料科技有限公司
43797.9,埃尔斯（深圳）科技有限公司
278,四川文轩在线电子商务有限公司无锡分公司
4230,乐清光语生物科技有限公司
4900,上海光语生物科技有限公司
85,南京百炫电子科技有限公司
68,深圳市盛诺美科技有限公司
148,江阴力丰家居有限公司
165,上海敏焱塑胶制品有限公司
142,临安斯普利电子有限公司
336,深圳市巧琦贸易有限公司
460.8,卡川儿流体科技（上海）有限公司
2825.2,江苏集粹药康生物科技有限公司
500,成都正能生物技术有限责任公司
46977,北京博淼医学科技股份有限公司
205.8,东莞不凡电子有限公司
722,三极光电科技（苏州）有限公司
810,深圳市宝安区西乡正源传动商行
121,乐清市卡孚电器厂
32,浙江曼肯电气有限公司
109,乐清市威士电子商务有限公司
192,乐清乔浩电气有限公司
180,四川景云恒泰自动化科技有限公司
511,深圳市龙岗区奥普真空镀膜材料商行
472,城港市防城区嘉有五金经营部
795,上海吴琚实业有限公司
1988,深圳市福田区赛格康乐通信市场盈发贵族通讯行
549.9,义乌市驰萱贸易有限公司
431.25,一修仪器配件
1740,喜格
745,上海普迪生物科技有限公司
205,宿迁市嘉发电子商务有限公司
480,深圳市同远科技有限公司
88.96,云腾飞科技有限公司
690.4,珠海佳韵科技有限公司
279,上海必看科技有限公司
399,苏州希有购电子商务有限公司
159.5,深圳市科盛电脑技术有限公司
625,天津市倍思乐色谱技术开发中心
234,深圳市旺杨胶带有限公司
206,上海致旗实业有限公司
119.7,上海澎钰电子商务有限公司
120,陈冲
2200,深圳市康达健医疗器械有限公司
20000,深圳市恒微通电子科技有限公司
6000,龙华区税务局南湾街道黄金南路2号102
17498,深圳市威孚建材有限公司
180,常州衡丰纳米科技有限公司
864,浙江科通仪器有限公司
495,福恒升（北京）商贸有限公司
105,成都立辰安科技有限公司
1600,乐山凯亚达光电科技有限公司
950,深圳市深安捷电子有限公司
1900,深圳市福田区太平洋安防通讯市场铭轩电子经营部
100,德清武康街道武和建材店
7650,华创力拓科技有限公司
11750,唐山宏微新材料有限公司
599,上海黄浦区田伟电子经营部
11021,佛山市南海区明俊长荣机械场
280.08,兴化市奥华不锈钢经营部
350,泰州宁华电器设备有限公司
225,深圳深联智达科技有限公司
18767,开封市金明区尚同化学试剂销售有限公司
2200,沈阳海中天精细化工厂
128,盐城市亭湖区城东天润雨实验器材经营部
262,成都明和盛信息技术有限公司
5400,深圳市科泰诺实验设备发展有限公司
335.9,深圳市光明新区公明创兴艺丰胶带行
199.2,江苏天补生态肥业有限公司
1320,深圳市普生生物科技有限公司
19.98,徐州市乐彼商贸有限公司
24.8,广州市星富商贸有限公司
119.7,四川佳益卫生用品有限公司
56.4,晋江市齐涌体育用品贸易有限公司
53.4,义乌市聪博贸易有限公司
79,南通璞臻电子商务有限公司
114.5,台州市黄岩艾芙迪家居用品有限公司
121.5,西安佳帮手日用品有限公司
99,东莞市优沃工业材料有限公司
115.08,深圳市科比新微科技有限公司
122,深圳市宝安区新桥至嘉电子工具行
78.58,深圳市福田区新旭耀微电子商行
67.62,深圳市流星火科技有限公司
1500,深圳市创荣精密五金有限公司
909,昆山市玉山镇康沐电子商行
193,深圳市瑞德尚信息科技有限公司
91.33,广州市旭扬贸易有限公司
275.3,盐城市亭湖区文峰街道还金平试验器材经销部
7828,平阳县澳翔通信设备经营部
1200,深圳市南山区凯达清洁用品商行
248,腾丰金属材料有限公司
4481,开封市鼓楼区恒阳生物科技有限公司
502,深圳市宏太恒业科技发展有限公司
253.4,上海固源货架有限公司
200,深圳市普强电子商务有限公司
787.8,江苏宝德工业流体装备设备有限公司
265,深圳市鹏城洙江电线线缆有限公司
900,深圳市鹏城电线线缆有限公司
600,金坛区成辉仪器厂
101,德清武康德奥耐火材料经营部
126,上海帛芃电子科技有限公司
19.9,义乌市奈伦电子商务有限公司
75,衡水浩合阳商贸有限公司
4750,深圳市南山区赛格电子市场伟达数码经营部
389,常州方佳电器有限公司
1385.07,深圳市易创特自动化设备有限公司
2020,常州市钟楼区邹区清航照明灯饰经营部
52,深圳市光明新区公明海盛包装材料经营部
139,余姚市亚瑞电器科技有限公司
1188,桂林安合科技有限公司
1026,深圳市极地光电有限公司
350,宜兴市彬希昊贸易有限公司
298,深圳市台纬电源股份有限公司
404,佛山市顺德区伦教申亿达有机玻璃经营部
199,北京华宇天成科技有限公司
825,广州宝华贸易有限公司
1000,长沙中隆华工有限公司
103,深圳市倍量电池科技有限公司
4880,临海市永昊真空设备有限公司
663.57,北京仪嘉赢信仪器设备经营部
373,优利德科技中国股份有限公司
5000,北京泊菲莱科技有限公司
30694,深圳市鹏祥生物科技有限公司
549,深圳市福田区亿电电子商行
281.1,天津康迪生科技股份有限公司
27,沭阳县李恒镇炫彩日用品厂
26151,北京乐研科技有限公司
180,深圳帕万森生物科技有限公司
1385,北京金式全生物有限公司
560,广州鼎国生物技术有限公司
100,深圳市裕鑫电器有限公司
2990,成都成科汇博科技有限公司
16065,深圳市壹家净科技有限公司
4077.67,深圳市终始科技有限公司
1160,杭州辐沃纳米科技有限公司
2100,东海县晶雄水晶珠宝有限公司
22800,海门市辰泰实验器材经营部
1500,北京东方华微科技有限公司
18200,南京市玄武区丰倍力纳米材料销售中心
2500,和元生物技术（上海）股份有限公司
290,南京恒鼎义安全防护用品有限公司
140,上海攀峰商贸有限公司
500,深圳市常兴技术股份有限公司
1770,东莞市横沥旭晨精密工具商行
212,广州华安医药连锁有限公司
793,武汉东华之光科技有限公司
151.5,深圳市思溢乐贸易有限公司
110,东莞市长安宏伟五金店
700,北京北达欧意德科技有限公司
410,北京海普森科技有限公司
1960,北京东南信诚科技有限公司
160,东海县奥美石英制品有限公司
5649.36,深圳市炫果科技有限公司
309,北京天硕科技有限公司
92,海门宇润实验器材经营部
114,深圳市惠康达科技有限公司
224.4,桥西区装饰用品商行
4400,河北中越金属材料科技有限公司
99.8,珠海市三只青蛙网络科技有限公司
236,苹果电子产品商贸（北京）有限公司深圳益田分公司
118,北京奇米非凡科技有限公司
99.6,深圳市金沽长贸易有限公司
129,青岛路维尼实验仪器有限公司
490,北京锦绣东乐科技有限公司
158,东莞市长安利久升照明商行
59.7,日照市达诺工贸有限公司
49,永康市亚亨工贸有限公司
614,台江区美博实验仪器经营部
388,永康市启宁贸易有限公司
74,杭州余杭区东湖街道卫讯实验设备经营部
341,海门市宇润实验器材经营部
107,东莞市石龙乾韵电子产品经营部
69,上海珈黎电子科技有限公司
75,台州市黄岩大拇指网络科技有限公司
360,顺德区大良蓝力模型店
3799,深圳市南山区赛格磊科数码经营部
103.7,博罗县科亿达电子材料经营部一分店
121.59,金华库丰电子商务有限公司
24,深圳市时创电讯设备有限公司
475,海门市迪泰顺实验器材经营部
13000,北京三友鼎盛科技有限公司
200,深圳市南山区德华五金工具行
132.9,江都区奇教学仪器经营部
201.5,嘉兴市南湖区东栅街道诚意电子产品经营部
497,广州顺梓静豪电子科技有限公司
41.2,广州喜鹏跃贸易有限公司
159,徐州雾列电子科技有限公司
101.01,上海芝芫贸易有限公司
177,深圳信容芯科技有限公司
800,深圳市金宏盛塑胶绝缘材料有限公司
114,北京祥云兴业科技有限公司
120,东莞市新恒合五金制品有限公司
1375.9,上海络黎网络科技有限公司
100.76,浙江匠之师气动有限公司
265.8,国家税务局苏州市税务局第五代开点（25）税控服务器
28000,深圳市宏威腾飞网络有限公司
342.8,广州励志医疗科技有限公司
3760,广州市科大智向科技有限公司
1200,广州威旭环保工程有限公司
36.97,泰州市诚培教学设备有限公司
6292,铂悦仪器(上海）有限公司
120,上海耳邦贸易有限公司
83,深圳括天电子商务有限公司
59.9,深圳好又多超市
169,深圳市明安信科技有限公司
263.5,瑞安市翼风模型玩具店
52.9,哈尔滨盈聚顺五金有限公司
560,极显光电（深圳）有限公司
24000,李明芬
484.4,深圳市创芯谷电子科技有限公司
398,湖南半夏网络科技有限公司
5930,广州市诚屹进出口有限公司
46,伊润柏伊臣专卖店
5720,无锡翌日新材料科技有限公司
1250,上海光太不锈钢有限公司
10000,深圳市倍钠德技术服务有限公司
2366,东莞市明明丝印移印器材有限公司
1691.2,蓬江区格森照明销售部、乐清哲期电器有限公司
1612,东莞市东城东利五金店、深圳市南山区鸿运通五金材料商店
1520,深圳市南山赛格新联创电脑经营部
711,奎文区北苑山海模型销售中心
68.16,国家税务总局深圳市福田区税务局代开三十一
703,深圳市福田区国家税务局代开一百一十二
380,上海隽一电子科技有限公司
78.6,深圳市钱多多商贸有限公司
224,权盛电子有限公司
239.8,深圳市宝安区松岗街道智睿贸易商行
1125,厦门市湖里区飞天眼航模商行
32.8,湖北速易达电子商务有限公司
32.9,维达纸业（中国）有限公司
25.02,合肥市茶花家居塑料用品有限公司
457,广州展翅贸易有限公司
1230,海宁安捷复合材料有限责任公司
400,哈尔滨市阿城区北极干冰销售部
299.39,深圳市科比微新电子有限公司
118,深圳市耐得实业有限公司
351.23,深圳市正五科技有限公司
64,深圳市新兴雅创电子有限公司
500,江门市明言照明科技有限公司
330,康山街道顺安实验器材
2240,宜兴市晨伟玻璃仪器厂
481.5,阳江市阳东区茂联贸易有限公司
1699.09,江苏圆周电子商务有限公司
100.77,三亚京东佳禺贸易有限公司
17100,东莞市昱懋纳米科技有限公司
1260,上海携臣电子科技有限公司
2500,湖南兆恒材料科技有限公司
7100,广州市增城英本复合材料经营部
7750,光比纳通信有限公司
1671,武义县中科仪器经营部
73.84,广州市成合机械设备有限公司
11298,深圳市智达源实验室器材有限公司
10660,上海茂科生物科技有限公司
5224,光越科技有限公司
800,哈尔滨市平房区双盛干冰经销店
1200,上海武光生物科技有限公司
100,广州杭宇医疗科技有限公司
590,永康市怡洋五金工具有限公司
42657,北京华力德科技有限公司
84,宁波市鄞州度富贸易有限公司
333.3,深圳森莱智航科技有限公司
233,深圳领飞创新智能科技有限公司
299,福州福海金星贸易有限公司
226,北京惠联友讯商贸有限公司
57,深圳市福田区钊隆发电子商行
413.28,深圳市大能机电有限公司
11132,广州捷乐电子科技有限公司
2500,中山市容鑫仪器仪表有限公司
99,广州得优办公用品有限公司
126.25,吴中区木渎班蓝水过滤材料经营部
74.1,深圳市宝安区佳代满贸易行
4043.4,北京欣维尔玻璃仪器公司
7200,安徽华曜农业科技有限公司
178,郑州明禾电子科技有限公司
188,郑州飞逸科技有限公司
216,深圳市拓粤海电子经营部
224,1
9200,深圳市艺展宏图工业设计有限公司
333,深圳市南博斯商贸有限公司
456,东莞红杉电子科技有限公司
539.14,乐青市伊莱科电气有限公司
248,长沙捷铭节能技术有限责任公司
39,蒙城县嘉旭电脑销售有限公司
32,乐青市柳市聚贤电子商行
2201.68,深圳市夏繁光电科技有限公司
9150,州市马普科学仪器有限公司
6650,广州市马普科学仪器有限公司
20,上海盈洲实业有限公司
507,倍丽思单抽柜
17500,广州同康药业有限公司
115,乐清市柳市沃喔电器商行
272,武汉速得科技有限公司
110,东莞市国林实业有限公司
213,东莞市萧工自动化科技有限公司
2600,深圳鸿力电脑
2375,鸿力电脑
3440,南山区鸿力电脑公司
1184,南山鸿力电脑公司
800,相城区黄桥壹等壹金属制品厂
1900,东莞市金亿成机械科技有限公司
94,深圳市德克诺电子有限公司
188,上海丹浙贸易有限公司
2550,嘉兴市哈析仪器仪表有限公司
9600,杉米生物科技（上海）有限公司
4540,上海希勒化学有限公司
5285.71,深圳市新广大电动门有限公司
1617.4,深圳市恒创杰贸易有限公司
84.62,北京市顺朝发五金交电有限公司
144.8,山东百进教育装备有限公司
94.35,深圳优泵科技
62.92,智诺信达
920,北京泛亚精机科技有限公司
280,献县路建仪器销售部
28.8,南京乐牧机电有限公司
19.2,深圳市新旺盛胶粘制品科技有限公司
22680,济南晶正电子科技有限公司
9040,杭州市下城区晶远电子材料经营部
193,深圳市中怡海科技有限公司
410,高新区狮山科佳源电子商行
440.36,抚顺市望花区佳诺商行
338,海门市海门街道培新村35组
550,深圳市宝安区沙井林美业包装材料经营部
1159.74,上海阿拉丁
418,南通南苑电器设备有限责任公司
6800,上海宇玫博医药科技有限公司
20800,桂林斯玛特教学设备有限公司
340,东海县艾鲁诺石英制品有限公司
560,深圳市瑞鑫达仪器有限公司
1944.7,广州润沃材料科技有限公司
201.6,义乌市希泓贸易有限公司
9950,深圳市北达园科技有限公司
90,临沂佳护商贸有限公司
2500,郑州市管城区科信化工产品销售部
3680,上海瑞永生物科技有限公司
112.6,上海九擎贸易有限公司
1600,上海纳腾仪器有限公司
128.7,广州海川崎电子有限公司
162.5,义乌市芷柔电子商务商行
99.8,泰州市众星教学设备有限公司
123.3,深圳市火芸保健品有限公司
6371,南京市鼓楼区盈创仪器耗材销售中心
157.38,武汉市众创威恒设计有限公司
75000,深圳市赛特实验室工程有限公司龙岗分公司
505.26,武汉冠美齿医疗器械有限公司
286,衡水立帆贸易有限公司
11.9,西安华讯得贸易有限公司
80,苏宁易购
665,上海抚生实业有限公司
1197,上海紫铭试剂厂
447,上海硕光电子科技有限公司
39,上海硕光电子科技有限公司京迅亚飞生物科技有限公司
86.33,深圳市华安劳保用品有限公司
510,北京北科新材料有限公司
19.8,徐州锐利电子商务有限公司
410,亨通货架设备（深圳）有限公司
105,惠州市米卡园艺用品有限公司
340,城阳区行贝宁商行
63.6,俊雷特
16,惠山区海之书五金商行
124,浙江省平阳县
1164,广州达元绿洲食品安全科技股份有限公司
7738,深圳市忆鑫科技有限公司
2400,广州市粤佳气体有限公司
297.6,芝罘区康伦医疗器械经销处
245,江都区普华教学仪器厂
101,深圳天魁五金工具有限公司
61,中山市石歧区凯德客液压气动经营部
105,武汉鸿威信通科技有限公司
5898,深圳市曜威精密仪器有限公司
490,杭州科洛生物技术有限公司
262.6,深圳市阿尔夫通信技术有限公司
296.8,海门市睿丽康实验器材经营部
796.8,海门市慧娃实验器材厂
231,深圳市星际探索科技有限公司
849.4,苏州三通机械有限公司
186,深圳市智美电子商务有限公司
859,浙江创易信息科技有限公司
662,泗洪静美医疗器械有限公司
900.23,龙腾绿化环境有限公司
440,姑苏区天骄家具经营部
4200,厦门艾碧康生物科技有限公司
594,上海影佳实业发展有限公司
49,新北区龙虎塘烨华筛网经营部
360,上海宇隆仪器有限公司
452,新乡市同信机械有限责任公司
1100,河源市源城区兆川石英砂经营部
108,宿迁佳莱宝商贸有限公司
242.06,合肥舜隽贸易五金商贸有限公司
305,上海辰华
984,东台市溱东镇科泰实验仪器厂
58,南熊旗五金经销处
343,茶花京东自营旗舰店
8324,佛山市南海晟工叉车经营部
500,国家税务总局深圳市宝安区税务局第五税务所
1000,上海纪绅化学科技有限公司
348.95,王生
9870,河南伍加壹信息科技有限公司
6715,深圳市东方风火轮信息科技有限公司
110,飞度五金专营店
84.8,甘斯
198,乐清天全网络科技有限公司
400,上海盛昂仪器销售中心
678.22,深圳市梓凌电子科技有限公司
2748,合肥正顺仪器科技有限公司
2478,合肥博菲特商贸有限公司
240.8,背景融合立盛科技有限公司
612.6,深圳市诺瓦智能科技有限公司
200,上海氟星化工有限公司
400,新佘市怡家乐贸易有限公司
126,莆田市迪卡斯贸易有限公司
362.4,上海品丞贸易有限公司
120,东莞市金检电子科技有限公司
247.6,北京时代京典商贸有限责任公司
239,安吉冉冉家具有限公司
320,深圳市有道艺术传播有限公司
860,深圳市宝安区冠林科技服务部
2520,深圳市龙华区庆峰贸易商行
84,深圳捷多邦科技有限公司
124.81,深圳市开心猫商贸有限公司
141,深圳市龙华新区大浪宏光五金店
1896.68,深圳市福迈康科技有限公司
1998,深圳市中辉智景科技有限公司
960,深圳市创新飞扬科技有限公司
165,盐城千纸鹤贸易有限公司
61,北京金千品日用品有限责任公司
17020,河南丰润环保科技有限公司
540,佛山市南海赛兄纳弟铝制品有限公司
1200,杭州杭丹光电科技有限公司
29.8,湖北熙结日用品有限公司
530,东莞市东城达诚五金电器经营部
49.9,淮安爱乐普电子有限公司
175,广州昇奎科学器材有限公司
350,深圳市特莱美科技有限公司
116,宿迁强固贸易有限公司
44.2,瑞隆微电子商行
88.5,福州安德信贸易有限公司
464.6,温州欧讯科学仪器有限公司
364,新乡市红旗区红杉商贸有限公司
335,上海达砾实业有限公司
339,永康市研宝贸易有限公司
95,绍兴市上虞英华贸易有限公司
264,上海羽钊实业有限公司
130,永康市雷象商贸有限公司
11000,溧阳市超源仪器厂
890,中航电测仪器股份有限公司
226,深圳乐喜电子有限公司
236.7,创捷芯电子有限公司
213.6,深圳市捷裕旺科技有限公司
20,郑州博文教学仪器有限公司
183,深圳市元升实业有限公司
90,深圳市杰诚创芯电子有限公司
1616,东莞市樟木头弘凯塑胶原料经营部
270,佛山市咏圣塑胶制品有限公司
208,广州市天河区星华绿之然园艺用品店
640,莆田市秀屿区东峤御格五金工具叫加工厂
440,深圳市宝安区新桥长宏衡器商行
212.85,东莞市万江远大塑料制品厂
200,山西省化工研究所
1088,深圳百问网科技有限公司
498,金珍贵电器制品实业有限公司
220.02,得顺医疗有限公司
257,有人物联网技术有限公司
255,沐阳县沐风商行
960,威海光威复合材料股份有限公司
29100,徐州市伍达物资贸易有限公司
29000,徐州市矿泰实验仪器有限公司
290,湖州康山街道奎安实验仪器商行
71,海门市莱宇实验器材经营部
1000,广州市威仕琛生物科技有限公司
190.8,上海珺琛测控设备有限公司
246,深圳市科天威电子有限公司
359,深圳市可盾电子商务有限公司
51,四川中扬时代企业管理咨询有限公司
58,宿迁弋之江商贸有限公司
230,东莞市东城广通线缆经营部
52.8,浙江弘晨灌溉设备有限公司
393.5,成都泰美克晶体技术有限公司
54852,深圳晶尹阳光电有限公司
1106.8,深圳市采兴电子经营部
1728.16,深圳市鹏兴电子配件经营部
1145.62,深圳市南山光扬电脑配件经营部
203.4,深圳市奋威科技有限公司
9900,上海尖丰光电技术有限公司
9780,上海梦馥光电科技有限公司
9820,上海韩鹿新材料科技有限公司
100,成都埃法生物科技有限公司
2850,杭州宝渠气体设备有限公司
968,盘锦市双台子区仁义通物资经销处
6020.4,宁波索福人能源技术有限公司
2600,上海闯博生物科技有限公司
84,柏恩鸿泰
55,华阳
32.58,祥莹
87,中赣
83,安泰兴
69.48,创捷芯
197,胜保华
288,爱凯医疗
232.1,春秋易经
3517,深圳市气之宝实业有限公司
39.8,景德镇市贝汉美陶瓷有限公司
1200,南京莱步科技实业有限公司
9506,广州市荔湾区维友遮阳网经营部
5790,深圳市开拓者园艺设备有限公司
27340.6,深圳市彭博可园景观有限公司
3636,武汉市武昌区意宸实验器材经营部
336,深圳市佳宏源科技有限公司
72.6,苏州欧普照明有限公司
4229,鸣纳（上海）信息科技发展有限公司
1650,苏州品誉光电科技有限公司
850,上海超沁新材料科技有限公司
283,泗洪县琢玉天使医疗器械有限公司
208.88,合肥易大师贸易有限公司
1980,青岛黑域诺亚电子科技有限公司
888,界首市西城崔灿电子器材销售部
9830,上海源祉生物科技有限公司
7019,广州敏腾生物科技有限科技有限责任公司
1225.41,国家税务总局深圳市福田区税务局
474.7,中山市横栏镇原立泵业经营部
135,深圳艾乐电子商务有限公司
928,深圳市卓盈烽贸易有限公司
51.6,振德医疗用品股份有限公司
99,深圳市宝安区西乡街道迈梦立电子商行
1500,倚顿新材料（苏州）有限公司
1908.6,深圳市宝安区公明联高模具机械配件行
1365,长沙翔恒电子科技有限公司
237,广州晶东贸有限公司易
2060,深圳市思乡源水业有限公司
390,台州市炫品塑模有限公司
102.06,深圳市一定好电子科技有限公司
51.12,博库网络有限公司
127.5,上海工陶陶瓷有限公司
108,东莞市厚街伟志五金店
47,东莞市亨美电器有限公司
59,台州市黄岩双庆塑料模具厂
3197,深圳市兴华源实业有限公司
550,南京市秦淮区信红安科学器材销售中心
9859.99,深圳市草履虫生物科技有限公司
1080,天津禾泰明贺实验室器材经营部
128.6,汕头市金平区科凡教学仪器经营部
765,新乡市同心机械有限责任公司
1020,深圳市科泰鑫精密有限公司
220,深圳市海博翔电子科技有限公司
36432,深圳市吉宏盛不锈钢有限公司
1382.28,四川省成华区晶锐商贸经营部
26100,深圳市瑞锦怡科技发展有限公司
7118,上海玉博生物科技有限公司
5965.95,深圳固德佳科技有限公司
6050,禹峰通讯
195.8,深圳市晖皇园林有限公司
16754.78,空气产品气体(东莞)有限公司
1009,北京清北双联流体设备有限公司
33.5,上海三宝电子商务有限公司
299,上海流翔贸易有限公司
12000,北京市斑珀斯技贸有限责任公司
2304,中控智慧科技股份有限公司
236,上海市奉贤区大叶公路5995号5幢1952室
1800,兰州奥力科化工有限公司
9283,北京迈津生物科技有限公司
3750,深圳市南山区顺治兴电子经营部
52.97,厦门市京东和贸易有限公司
29664,深圳市蓝思净化科技有限公司
5160,天津天光光学仪器有限公司
3520,深圳纤亿通科技有限公司
5499,深圳市南山赛格飞扬扬电脑经营部
4800,上海奥浦迈生物科技有限公司
9726,深圳市华衡贸易有限公司
5600,武汉欣欣佳丽生物科技有限公司
7500,上海一斗生物科技有限公司
112710,深圳市文兰科技有限公司
134.55,海门市南翌实验器材经营部
1308.02,深圳市油博士润滑科技有限公司
600,深圳市华泰隆自动化设备有限公司
5760,深圳市钰江源贸易有限公司
8689.82,"Sigma-Aldrich（Shanghai）Trading Co.,Ltd"
291,杭州陆恒生物科技有限公司
39,海门丫米实验器材经营部
646,上海丰德建筑五金有限公司
32958,深圳市博诚生化试剂仪器有限公司
248,北京润知天下文化有限公司
165,吉安稚星电子商务有限公司
989,上海勋凰金属材料有限公司
99,义乌市丝戈贸易有限公司
114.39,巩义市鲁庄飞传五金电料商店
115.6,河南鑫至高贸易有限公司
9,江都区耀升教学仪器厂
820,深圳信恒东方贸易有限公司
54.98,厦门凤升生物科技有限公司
3286,上海佰世凯化学科技有限公司
19300,郑州利凌电子科技有限公司
2590,深圳市南山区良美胜电子经营部
8240,武汉裕祺华隆科技有限公司
2400,华光三维科技有限公司
380,北京市亿护之星服装设计有限公司
320,浙江金华方卓
17880,江苏泰斯莱生化科技有限公司
1180,广州复能基因有限公司
668,上海易英生物科技有限公司
4818,无锡百格生物科技有限公司
60,永康市江南启旺日用五金经营部
277.2,广州尼沃照明有限公司
11.9,佛山电器照明股份有限公司高明分公司
6,浙江德力西国际电工有限公司
631.8,深圳市云腾飞科技有限公司
332,兴化市梓源电子商务经营部
1339,深圳市轶邦电路有限公司
241.6,山东布克图书有限公司
58.8,泰州蒙达华科教仪器有限公司
146.4,深圳市福田区荣安晟电子商行
294.99,深圳市满佳晓科技有限公司
101.4,深圳市佳仕通科技有限公司
1100,深圳市大德峰润科技有限公司
3200,深圳市西早科技有限公司
234,衡水怡衡医疗器材商贸有限公司
3600,天津昂林贸烽高新材料有限公司
1250,无锡嘉顿科教仪器有限公司
3285,广州新晋生物科技有限
3898,广州九曜科技有限公司
159,武汉市武昌区公铁建检测仪器经营部
71.84,上海跃涵电子科技有限公司
28537,上海扬瀚生物技术服务部
5425,深圳市天宇浩达科技有限公司
354,武汉祥云智慧网络科技有限公司
1900,苏州迈克弗路精密科技有限公司
4393,上海伯豪生物技术有限公司
8000,广东菲鹏生物有限公司
9131,上海胤曦生物技术有限公司
8958,上海殷曦生物技术有限公司
3540,上海潇镁生物科技有限公司
14000,广州拓旭电子科技有限公司
81,宿迁骑尔乐商贸有限公司
470.5,武汉徽神科技有限公司
660,深圳市君德实业有限公司
3500,南京纳西纳米科技有限公司
30.49,乐清市柳市誉坤电器经营部
91,黄茂光
410,东莞市粤友金属材料有限公司
106.56,上海芝芜贸易有限公司
744,深圳百安居
277.5,深圳市百安居
160,上海敏牧实业有限公司
99.8,北京京东金禾贸易有限公司
657,青岛京东昌益得贸易有限公司
980,国家税务总局深圳市税务局（代开电子发票）
119,东莞市长安冠贵数控刀具经营部
850,天津市品仪科技发展有限公司
5172,深圳南山区华中业电子商行
10628,南山赛格
5940,深圳市湘南红五科技
1420,河南中镜科仪进出口贸易有限公司
2000,上海芮珊医药科技有限公司
66000,株洲瑞金商贸有限公司
59.9,上海骏孟电子商务有限公司
8060,河南中镜科仪有限公司
70,江阴市青阳义隆电热电器经营部
168,江山创科仪器经营部
117,吉安广欣电子商务有限公司
67.5,深圳市茂富中奥包装材料有限公司
141,成都圣斯龙服饰有限公司
495,深圳市尚德实业有限公司
255,泰州市思齐教学仪器有限公司
5800,埃地沃兹贸易（上海）有限公司
1420,基仕伯化学材料（中国）有限公司广州分公司
163.2,深圳市旺兴胶带有限公司
600,献县悦姗试验仪器经销处
6400,深圳睿迅有机光电有限公司
8640,北京北科新材科技有限公司
8300,深圳市柯瑞斯特电子有限公司
164.95,福建朵朵云日用品有限公司
336.6,南通幻影电子有限公司
98,新余市文杰电子商务有限公司
238.98,北京君悦伟豪科技有限公司
5600,深圳市晟泰实验设备有限公司
360,西安锐思博创应用材料科技有限公司
1000,重庆墨希科技有限公司
90,深圳市坪山新区梓桐电脑商行
718,科学用品店
7177.5,爱特蒙特
4799,艾本德（上海）国际贸易有限公司
3080,深圳市福田区远望数码商城优胜达摄影器材通讯行
8224,PFTUNA
368,广州给力源电子有限公司
66.8,北京智友乐购文化发展有限公司
3647,苏州蒂奈家具有限公司
4800,深圳市华宇联合科技有限公司
5745.32,深圳安德源科技有限公司
9200,深圳菲优生物科技有限公司
16050,深圳市新智成科技有限公司
1900,东莞鼎伟新材料有限公司
2320,西安华太科思化学技术有限公司
3800,福州科镭光电科技有限公司
750,深圳市龙美达科技有限公司
2000,东莞市途宏五金制品有限公司
1310,上海迎馨贸易有限公司
6818,北京普智昊然科技有限公司
6686,广州市通赢计算机有限公司
1200,北京爱克鑫科技有限公司
1919,上海弋研仪器有限公司
37.8,福州嘉承尚商贸有限公司
47,龙海市九湖贸盛五金商行
12245,深圳市鹏祥生物科技有限责任公司
7300,深圳市赛格电子市场远光展销部
280,武汉祥云智慧网略科技有限公司
1848.47,中国国际图书贸易集团有限公司
224,白塔区快捷碳纤维材料销售中心
21700,深圳赛格电子市场远光展销部
1822,深圳市子午纤维科技有限公司
526.21,深圳市盛美光电有限公司
3800,四川佰朋生物科技有限公司
915,深圳市环科检测技术有限公司
120,深圳市捷通办公设备有限公司
49.96,湖州康山街道群安实验仪器商行
5,深圳市研信创科技有限公司
348,深圳市倾听教育科技有限公司
60,深圳市福田区新亚洲电子市场二期国茂电子经营部
320,浙江孚夏医疗科技有限公司
1800,连云港宁泰石英制品有限公司
4300,北京瑞茂宏达科技有限公司
275,杭州齐威仪器有限公司
79.6,成凯恒业家居
1168,深圳市大疆百旺科技有限公司
125,温州希诗顿电子商务有限公司
199.7,台州市黄岩臻善贸易有限公司
514,上海仪翀科技发展有限公司
512,永旺华南商业有限公司
548.5,湖北黄商集团股份有限公司
200,武汉嘉仪通科技有限公司
237,中科三维成型技术有限公司
600,深圳恩科仪器科技有限公司
29928,启阳信息科技有限公司
332,上海馨盈电子有限公司
254.52,深圳市福田区华意达电子商行
7.93,深圳市汇成丰五金有限公司
